reading_id,date,hour,location_id,PM2.5,PM10,NO2,CO,O3,AQI_value,AQI_category,neighborhood_name,zone_type,population_density,avg_income_level,distance_from_city_center_km,temperature,humidity,wind_speed,rainfall
12352,2024-02-21,11,2,36.6,48.8,27.9,0.6,28.1,61.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12353,2024-02-21,11,3,46.8,62.4,48.2,0.2,39.0,78.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12354,2024-02-21,11,4,64.8,86.4,49.7,1.9,38.5,108.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12355,2024-02-21,11,5,9.6,12.8,14.6,0.9,22.4,16.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12356,2024-02-21,11,6,27.6,36.8,20.2,0.4,8.4,46.0,Good,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12357,2024-02-21,11,7,37.2,49.6,45.5,0.2,17.7,62.0,Moderate,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12358,2024-02-21,11,8,12.6,16.8,29.0,1.4,23.7,38.5,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12359,2024-02-21,11,9,9.0,12.0,19.9,1.9,38.0,15.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12360,2024-02-21,11,10,31.2,41.6,28.5,1.2,23.0,52.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12361,2024-02-21,12,1,49.2,65.6,46.2,1.0,34.2,82.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12362,2024-02-21,12,2,37.8,50.4,14.3,1.6,35.5,63.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12363,2024-02-21,12,3,34.2,45.6,23.2,1.2,38.6,57.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12364,2024-02-21,12,4,42.0,56.0,26.5,1.8,20.0,70.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12365,2024-02-21,12,5,26.4,35.2,38.3,0.6,12.5,44.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12366,2024-02-21,12,6,40.2,53.6,46.4,0.4,23.2,67.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12367,2024-02-21,12,7,27.6,36.8,47.2,1.8,9.0,46.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12368,2024-02-21,12,8,28.2,37.6,47.5,0.1,28.5,47.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12369,2024-02-21,12,9,6.0,8.0,22.6,0.6,29.4,10.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12370,2024-02-21,12,10,27.6,36.8,38.2,1.1,24.5,46.0,Good,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12371,2024-02-21,13,1,60.6,80.8,45.9,0.8,21.4,101.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12372,2024-02-21,13,2,25.2,33.6,46.6,1.5,19.2,42.0,Good,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12373,2024-02-21,13,3,33.0,44.0,13.3,0.8,29.9,55.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12374,2024-02-21,13,4,57.6,76.8,18.2,1.8,29.8,96.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12375,2024-02-21,13,5,13.8,18.4,17.9,1.4,39.0,23.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12376,2024-02-21,13,6,33.6,44.8,40.1,0.2,15.3,56.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12377,2024-02-21,13,7,25.2,33.6,24.0,0.7,24.7,42.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12378,2024-02-21,13,8,25.8,34.4,38.4,1.1,21.6,43.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12379,2024-02-21,13,9,24.6,32.8,33.2,0.2,10.1,41.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12380,2024-02-21,13,10,34.2,45.6,34.3,0.3,21.0,57.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12381,2024-02-21,14,1,35.4,47.2,27.4,1.3,29.9,59.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12382,2024-02-21,14,2,25.2,33.6,46.7,0.4,29.0,42.0,Good,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12383,2024-02-21,14,3,24.0,32.0,33.6,0.1,24.1,40.0,Good,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12384,2024-02-21,14,4,49.2,65.6,10.7,0.7,17.6,82.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12385,2024-02-21,14,5,36.0,48.0,18.4,1.7,38.9,60.0,Moderate,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12386,2024-02-21,14,6,33.0,44.0,17.0,1.7,13.2,55.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12387,2024-02-21,14,7,13.2,17.6,49.8,0.1,36.8,22.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12388,2024-02-21,14,8,28.8,38.4,32.9,0.9,37.4,48.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12389,2024-02-21,14,9,16.2,21.6,27.9,1.7,35.4,58.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12390,2024-02-21,14,10,40.8,54.4,19.3,0.2,17.3,68.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12391,2024-02-21,15,1,46.2,61.6,15.5,1.9,26.5,77.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12392,2024-02-21,15,2,39.0,52.0,18.2,0.3,12.3,65.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12393,2024-02-21,15,3,46.2,61.6,38.3,0.4,23.1,77.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12394,2024-02-21,15,4,46.2,61.6,19.5,1.7,23.1,77.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12395,2024-02-21,15,5,30.0,40.0,13.3,0.8,35.9,50.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12396,2024-02-21,15,6,32.4,43.2,35.1,1.2,14.2,54.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12397,2024-02-21,15,7,24.0,32.0,13.3,0.5,32.0,40.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12398,2024-02-21,15,8,26.4,35.2,13.4,1.9,14.1,44.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12399,2024-02-21,15,9,30.6,40.8,14.0,1.5,36.0,51.0,Moderate,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12400,2024-02-21,15,10,48.6,64.8,27.5,0.1,35.4,81.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12401,2024-02-21,16,1,54.6,72.8,30.0,1.5,32.4,91.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12402,2024-02-21,16,2,31.8,42.4,34.3,1.4,5.9,53.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12403,2024-02-21,16,3,43.8,58.4,31.0,1.5,37.6,73.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12404,2024-02-21,16,4,52.8,70.4,35.7,1.9,39.2,88.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12405,2024-02-21,16,5,13.2,17.6,27.7,1.4,25.6,22.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12406,2024-02-21,16,6,51.0,68.0,23.8,0.2,36.7,85.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12407,2024-02-21,16,7,40.2,53.6,33.4,1.3,14.7,67.0,Moderate,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12408,2024-02-21,16,8,27.6,36.8,43.9,0.9,28.6,46.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12409,2024-02-21,16,9,20.4,27.2,11.3,1.6,13.5,34.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12410,2024-02-21,16,10,41.4,55.2,18.8,0.2,12.9,69.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12411,2024-02-21,17,1,52.8,70.4,10.1,0.4,8.2,88.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12412,2024-02-21,17,2,21.6,28.8,45.3,1.9,11.1,36.0,Good,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12413,2024-02-21,17,3,24.6,32.8,39.2,1.8,14.9,41.0,Good,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12414,2024-02-21,17,4,50.4,67.2,11.1,1.3,12.8,84.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12415,2024-02-21,17,5,28.8,38.4,19.7,1.6,34.5,48.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12416,2024-02-21,17,6,27.9,56.0,43.4,1.5,32.7,70.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12417,2024-02-21,17,7,27.0,36.0,19.7,1.7,10.2,45.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12418,2024-02-21,17,8,27.0,36.0,13.8,0.9,10.2,45.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12419,2024-02-21,17,9,32.4,43.2,38.6,1.3,13.0,54.0,Moderate,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12420,2024-02-21,17,10,36.0,48.0,10.0,1.6,21.2,60.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12421,2024-02-21,18,1,73.8,98.4,39.1,0.2,11.0,123.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12422,2024-02-21,18,2,52.2,69.6,29.6,1.8,20.9,87.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12423,2024-02-21,18,3,49.8,66.4,16.6,0.8,8.2,83.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12424,2024-02-21,18,4,76.2,101.6,17.5,1.8,37.0,127.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12425,2024-02-21,18,5,60.0,80.0,41.7,1.8,34.5,100.0,Moderate,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12426,2024-02-21,18,6,69.0,92.0,16.3,0.3,21.9,115.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12427,2024-02-21,18,7,67.2,89.6,38.5,1.7,31.6,112.0,Unhealthy for Sensitive Groups,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12428,2024-02-21,18,8,57.6,76.8,23.4,0.6,18.5,96.0,Moderate,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12429,2024-02-21,18,9,58.2,77.6,49.2,1.9,27.9,97.0,Moderate,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12430,2024-02-21,18,10,72.6,96.8,11.5,1.0,7.6,121.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12431,2024-02-21,19,1,99.0,132.0,36.3,1.7,18.0,165.0,Unhealthy,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12432,2024-02-21,19,2,55.2,73.6,10.8,1.6,29.8,92.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12433,2024-02-21,19,3,56.4,75.2,35.1,0.8,21.0,94.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12434,2024-02-21,19,4,85.2,113.6,36.0,1.8,23.5,142.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12435,2024-02-21,19,5,70.2,93.6,36.5,0.7,15.2,117.0,Unhealthy for Sensitive Groups,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12436,2024-02-21,19,6,63.0,84.0,11.7,0.9,6.2,105.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12437,2024-02-21,19,7,61.2,81.6,36.0,1.0,21.9,102.0,Unhealthy for Sensitive Groups,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12438,2024-02-21,19,8,70.8,94.4,30.4,0.4,15.3,118.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12439,2024-02-21,19,9,63.0,84.0,22.3,2.0,37.9,105.0,Unhealthy for Sensitive Groups,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12440,2024-02-21,19,10,66.6,88.8,24.7,1.7,9.7,111.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12441,2024-02-21,20,1,41.4,55.2,31.1,0.3,20.7,69.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12442,2024-02-21,20,2,22.8,30.4,41.2,0.1,23.5,38.0,Good,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12443,2024-02-21,20,3,39.6,52.8,33.4,0.3,21.5,66.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12444,2024-02-21,20,4,55.8,74.4,30.9,0.4,31.6,93.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12445,2024-02-21,20,5,27.0,36.0,12.1,1.2,17.7,45.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12446,2024-02-21,20,6,32.4,43.2,22.4,1.5,29.2,54.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12447,2024-02-21,20,7,28.8,38.4,31.3,1.9,20.4,48.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12448,2024-02-21,20,8,37.2,49.6,22.4,1.0,15.1,62.0,Moderate,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12449,2024-02-21,20,9,27.0,36.0,43.0,1.8,6.8,45.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12450,2024-02-21,20,10,28.2,37.6,19.9,1.0,31.1,47.0,Good,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12451,2024-02-21,21,1,46.2,61.6,13.8,1.1,24.5,77.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12452,2024-02-21,21,2,32.4,43.2,31.6,0.4,14.7,54.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12453,2024-02-21,21,3,23.4,31.2,18.6,0.8,15.7,39.0,Good,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12454,2024-02-21,21,4,28.8,38.4,14.4,0.2,5.4,48.0,Good,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12455,2024-02-21,21,5,37.2,49.6,43.5,0.4,29.1,62.0,Moderate,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12456,2024-02-21,21,6,40.2,53.6,47.0,0.5,16.3,67.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12457,2024-02-21,21,7,29.4,39.2,15.0,0.4,12.2,49.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12458,2024-02-21,21,8,19.8,26.4,32.5,1.3,39.9,33.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12459,2024-02-21,21,9,30.6,40.8,48.0,1.4,22.6,51.0,Moderate,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12460,2024-02-21,21,10,38.4,51.2,34.4,0.7,8.2,64.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12461,2024-02-21,22,1,33.6,44.8,33.7,0.8,17.9,56.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12462,2024-02-21,22,2,36.6,48.8,18.8,1.8,23.1,61.0,Moderate,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12463,2024-02-21,22,3,37.2,49.6,14.4,1.1,26.6,62.0,Moderate,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12464,2024-02-21,22,4,44.4,59.2,26.4,0.7,7.3,74.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12465,2024-02-21,22,5,20.4,27.2,20.8,0.5,16.5,34.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12466,2024-02-21,22,6,17.4,23.2,27.4,0.6,5.7,29.0,Good,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12467,2024-02-21,22,7,28.8,38.4,29.5,1.7,30.4,48.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12468,2024-02-21,22,8,31.8,42.4,16.4,0.5,8.8,53.0,Moderate,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12469,2024-02-21,22,9,22.2,29.6,35.9,1.3,36.5,37.0,Good,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12470,2024-02-21,22,10,28.799999999999997,63.2,49.0,1.1,9.2,79.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12471,2024-02-21,23,1,35.4,47.2,16.7,1.7,8.0,59.0,Moderate,Industrial Heights,Industrial,50000,87311,12,11.4,58,22.2,0.0
12472,2024-02-21,23,2,18.6,24.8,39.7,1.4,39.8,31.0,Good,Green Valley,Residential,35000,51854,15,9.7,84,12.3,0.0
12473,2024-02-21,23,3,28.2,37.6,11.6,0.3,5.4,47.0,Good,Downtown Core,Commercial,80000,66108,2,8.8,44,2.0,0.0
12474,2024-02-21,23,4,45.0,60.0,14.5,1.4,33.2,75.0,Moderate,East Port,Industrial,45000,87308,8,5.5,67,24.0,0.0
12475,2024-02-21,23,5,24.6,32.8,13.7,1.7,36.9,41.0,Good,Westside Suburbs,Residential,60000,53094,20,7.1,47,20.0,0.0
12476,2024-02-21,23,6,39.6,52.8,23.0,0.7,12.7,66.0,Moderate,Central Business District,Commercial,25000,48067,1,13.8,90,5.2,0.0
12477,2024-02-21,23,7,20.4,27.2,35.5,0.3,24.6,34.0,Good,North Park,Residential,40000,77384,10,12.5,71,20.5,0.0
12478,2024-02-21,23,8,21.6,28.8,46.6,1.5,12.6,36.0,Good,South Refinery,Industrial,30000,69515,14,5.1,63,3.1,14.4
12479,2024-02-21,23,9,39.0,52.0,20.2,1.2,17.9,65.0,Moderate,Riverside,Residential,55000,62322,5,10.5,47,8.0,0.0
12480,2024-02-21,23,10,35.1,76.8,43.3,1.5,15.2,96.0,Moderate,Market District,Commercial,42000,81651,4,13.8,54,13.8,0.0
12481,2024-02-22,0,1,31.2,41.6,27.6,1.7,17.5,52.0,Moderate,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12482,2024-02-22,0,2,16.8,22.4,40.3,1.2,23.6,28.0,Good,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12483,2024-02-22,0,3,49.2,65.6,21.4,0.5,32.4,82.0,Moderate,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12484,2024-02-22,0,4,34.8,46.4,43.6,1.1,17.6,58.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
12485,2024-02-22,0,5,6.0,8.0,16.7,1.2,17.6,10.0,Good,Westside Suburbs,Residential,60000,53094,20,6.2,85,21.6,9.9
12486,2024-02-22,0,6,29.4,39.2,16.3,0.5,20.6,49.0,Good,Central Business District,Commercial,25000,48067,1,1.0,48,11.1,0.0
12487,2024-02-22,0,7,13.2,17.6,35.1,1.4,34.4,22.0,Good,North Park,Residential,40000,77384,10,1.9,59,3.6,0.0
12488,2024-02-22,0,8,45.0,60.0,45.0,0.8,32.5,75.0,Moderate,South Refinery,Industrial,30000,69515,14,10.2,76,15.7,0.0
12489,2024-02-22,0,9,16.2,21.6,23.6,0.7,19.7,27.0,Good,Riverside,Residential,55000,62322,5,11.3,60,21.1,0.0
12490,2024-02-22,0,10,36.0,48.0,48.5,1.4,5.2,60.0,Moderate,Market District,Commercial,42000,81651,4,5.5,88,4.0,0.0
12491,2024-02-22,1,1,27.0,40.0,18.2,1.4,38.4,50.0,Good,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12492,2024-02-22,1,2,18.0,24.0,43.1,1.0,12.5,30.0,Good,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12493,2024-02-22,1,3,32.4,43.2,20.8,0.2,5.1,54.0,Moderate,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12494,2024-02-22,1,4,45.6,60.8,42.0,1.4,23.5,76.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
12495,2024-02-22,1,5,13.2,17.6,44.5,0.5,20.4,22.0,Good,Westside Suburbs,Residential,60000,53094,20,6.2,85,21.6,9.9
12496,2024-02-22,1,6,34.2,45.6,13.7,0.8,35.3,57.0,Moderate,Central Business District,Commercial,25000,48067,1,1.0,48,11.1,0.0
12497,2024-02-22,1,7,31.2,41.6,12.4,0.2,25.8,52.0,Moderate,North Park,Residential,40000,77384,10,1.9,59,3.6,0.0
12498,2024-02-22,1,8,52.8,70.4,37.4,0.6,33.1,88.0,Moderate,South Refinery,Industrial,30000,69515,14,10.2,76,15.7,0.0
12499,2024-02-22,1,9,50.4,38.4,19.9,0.3,34.3,48.0,Good,Riverside,Residential,55000,62322,5,11.3,60,21.1,0.0
12500,2024-02-22,1,10,48.0,64.0,30.2,0.3,13.7,80.0,Moderate,Market District,Commercial,42000,81651,4,5.5,88,4.0,0.0
12501,2024-02-22,2,1,19.8,26.4,29.4,1.4,20.1,33.0,Good,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12502,2024-02-22,2,2,19.2,25.6,49.6,0.8,27.7,32.0,Good,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12503,2024-02-22,2,3,51.6,68.8,18.9,0.7,10.1,86.0,Moderate,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12504,2024-02-22,2,4,45.6,60.8,30.9,1.5,10.3,76.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
12505,2024-02-22,2,5,6.0,8.0,14.7,1.3,10.1,10.0,Good,Westside Suburbs,Residential,60000,53094,20,6.2,85,21.6,9.9
12506,2024-02-22,2,6,33.6,44.8,22.5,1.0,33.5,56.0,Moderate,Central Business District,Commercial,25000,48067,1,1.0,48,11.1,0.0
12507,2024-02-22,2,7,25.2,33.6,28.5,1.4,31.3,42.0,Good,North Park,Residential,40000,77384,10,1.9,59,3.6,0.0
12508,2024-02-22,2,8,30.6,32.0,42.4,0.2,17.1,40.0,Good,South Refinery,Industrial,30000,69515,14,10.2,76,15.7,0.0
12509,2024-02-22,2,9,36.0,48.0,48.4,1.1,5.8,60.0,Moderate,Riverside,Residential,55000,62322,5,11.3,60,21.1,0.0
12510,2024-02-22,2,10,29.4,39.2,24.3,0.9,28.4,49.0,Good,Market District,Commercial,42000,81651,4,5.5,88,4.0,0.0
12511,2024-02-22,3,1,32.4,43.2,13.3,1.5,13.1,54.0,Moderate,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12512,2024-02-22,3,2,21.6,28.8,47.1,0.7,17.7,36.0,Good,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12513,2024-02-22,3,3,24.0,32.0,44.5,1.7,9.6,40.0,Good,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12514,2024-02-22,3,4,37.8,50.4,25.8,1.8,16.7,63.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
12515,2024-02-22,3,5,6.0,8.0,45.2,2.0,15.7,10.0,Good,Westside Suburbs,Residential,60000,53094,20,6.2,85,21.6,9.9
12516,2024-02-22,3,6,45.6,60.8,21.9,1.5,23.1,76.0,Moderate,Central Business District,Commercial,25000,48067,1,1.0,48,11.1,0.0
12517,2024-02-22,3,7,44.400000000000006,29.6,41.4,1.8,30.4,37.0,Good,North Park,Residential,40000,77384,10,1.9,59,3.6,0.0
12518,2024-02-22,3,8,43.2,57.6,13.3,1.5,33.2,72.0,Moderate,South Refinery,Industrial,30000,69515,14,10.2,76,15.7,0.0
12519,2024-02-22,3,9,15.0,20.0,42.9,1.5,8.2,25.0,Good,Riverside,Residential,55000,62322,5,11.3,60,21.1,0.0
12520,2024-02-22,3,10,46.2,61.6,33.9,0.7,14.5,77.0,Moderate,Market District,Commercial,42000,81651,4,5.5,88,4.0,0.0
12521,2024-02-22,4,1,42.6,56.8,13.8,1.3,25.5,71.0,Moderate,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12522,2024-02-22,4,2,34.2,45.6,21.4,1.9,25.9,57.0,Moderate,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12523,2024-02-22,4,3,40.2,53.6,10.5,0.4,9.7,67.0,Moderate,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12524,2024-02-22,4,4,50.4,67.2,29.2,0.5,34.0,84.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
12525,2024-02-22,4,5,6.0,8.0,48.6,1.8,32.4,10.0,Good,Westside Suburbs,Residential,60000,53094,20,6.2,85,21.6,9.9
12526,2024-02-22,4,6,33.6,44.8,32.4,0.8,36.2,56.0,Moderate,Central Business District,Commercial,25000,48067,1,1.0,48,11.1,0.0
12527,2024-02-22,4,7,17.4,23.2,40.4,1.6,10.2,29.0,Good,North Park,Residential,40000,77384,10,1.9,59,3.6,0.0
12528,2024-02-22,4,8,31.2,41.6,36.8,1.1,19.7,52.0,Moderate,South Refinery,Industrial,30000,69515,14,10.2,76,15.7,0.0
12529,2024-02-22,4,9,30.299999999999997,44.0,48.4,1.4,10.3,55.0,Moderate,Riverside,Residential,55000,62322,5,11.3,60,21.1,0.0
12530,2024-02-22,4,10,29.4,39.2,25.9,2.0,34.4,49.0,Good,Market District,Commercial,42000,81651,4,5.5,88,4.0,0.0
12531,2024-02-22,5,1,40.2,53.6,33.6,1.5,16.8,67.0,Moderate,Industrial Heights,Industrial,50000,87311,12,1.7,51,23.3,6.6
12532,2024-02-22,5,2,31.8,42.4,49.4,0.5,30.1,53.0,Moderate,Green Valley,Residential,35000,51854,15,12.7,61,2.6,0.0
12533,2024-02-22,5,3,40.8,54.4,11.1,0.5,15.2,68.0,Moderate,Downtown Core,Commercial,80000,66108,2,6.7,78,21.7,0.0
12534,2024-02-22,5,4,53.4,71.2,13.4,0.8,7.9,89.0,Moderate,East Port,Industrial,45000,87308,8,12.9,48,24.7,0.0
